,Unnamed: 0,fasta,scaffold,gene_position,start_position,end_position,strandedness,rank,ko_id,kegg_hit,peptidase_id,peptidase_family,peptidase_hit,peptidase_RBH,peptidase_identity,peptidase_bitScore,peptidase_eVal,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,heme_regulatory_motif_count
48312,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_23,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,23,24737,25696,1,C,K02316,DNA primase [EC:2.7.7.101],,,,,,,,CHC2 zinc finger [PF01807.23]; Toprim-like [PF13155.9],,,,,0
48313,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_24,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,24,26081,26689,1,E,,,,,,,,,,,,,,,0
48314,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_25,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,25,26693,27973,1,D,,,,,,,,,,"Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; Type IV secretory system Conjugative DNA transfer [PF02534.17]; TraM recognition site of TraD and TraG [PF12696.10]; Helicase HerA-like C-terminal [PF05872.15]; Helicase HerA, central domain [PF01935.20]",,,,,0
48315,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_26,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,26,27987,28925,1,D,,,MER0301348,M48B,MER0301348 - subfamily M48B unassigned peptidases (Veillonella ratti) [M48.UPB]#M48B#{peptidase unit: 42-306}~source ZP_18904020~,False,0.229,72.0,5.366e-12,Peptidase family M48 [PF01435.21]; BlaR1 peptidase M56 [PF05569.14],,,,,0
48316,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_27,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,27,28922,29674,1,E,,,,,,,,,,,,,,,0
48317,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_28,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,28,29679,29879,1,E,,,,,,,,,,,,,,,0
48318,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_29,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,29,30063,30710,1,C,K03496,chromosome partitioning protein,,,,,,,,"VirC1 protein [PF07015.14]; ATPase MipZ [PF09140.14]; AAA domain [PF13614.9]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; Cellulose biosynthesis protein BcsQ [PF06564.15]; 4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family [PF00142.21]",,,,,0
48319,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_30,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,30,30716,30976,1,E,,,,,,,,,,,,,,,0
48320,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_31,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,31,31004,32242,-1,D,,,,,,,,,,Phage integrase family [PF00589.25]; Arm DNA-binding domain [PF17293.5],,,,,0
48321,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_32,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,32,32572,33300,1,D,,,,,,,,,,Outer membrane protein beta-barrel domain [PF13568.9],,,,,0
48322,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_33,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,33,33403,34593,1,C,K03665,GTPase,,,,,,,,GTP-binding GTPase N-terminal [PF13167.9]; GTP-binding GTPase Middle Region [PF16360.8]; 50S ribosome-binding GTPase [PF01926.26]; MnmE helical domain [PF12631.10]; Ferrous iron transport protein B [PF02421.21]; Elongation factor Tu GTP binding domain [PF00009.30],,,,,0
48323,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_34,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,34,34753,34989,-1,E,,,,,,,,,,,,,,,0
48324,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_35,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,35,35008,35598,-1,D,,,,,,,,,,"BRO family, N-terminal domain [PF02498.20]",,,,,0
48325,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_36,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,36,36460,37083,1,C,K00943,dTMP kinase [EC:2.7.4.9],,,,,,,,Thymidylate kinase [PF02223.20],,,,,0
48326,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_37,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,37,37106,37585,-1,E,,,,,,,,,,,,,,,0
48327,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_38,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,38,37737,38144,1,C,K03111,single-strand DNA-binding protein,,,,,,,,Single-strand binding protein family [PF00436.28],,,,,0
48328,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_39,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,39,38267,39631,1,C,K03699,"magnesium and cobalt exporter, CNNM family",,,,,,,,Transporter associated domain [PF03471.20]; Cyclin M transmembrane N-terminal domain [PF01595.23],,,,,0
48329,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_40,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,40,39647,40252,1,E,,,,,,,,,,,,,,,0
48330,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_41,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,41,40240,40368,1,E,,,,,,,,,,,,,,,0
48331,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_42,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,42,40323,41246,-1,D,,,,,,,,,,pfkB family carbohydrate kinase [PF00294.27]; Phosphomethylpyrimidine kinase [PF08543.15],,,,,0
48332,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_43,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,43,41402,41995,1,C,K22108,"TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator",,,,,,,,"Tetracyclin repressor-like, C-terminal domain [PF17932.4]; Bacterial regulatory proteins, tetR family [PF00440.26]",,,,,0
48333,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_44,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,44,41998,43071,1,C,K02613,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE",,,,,,,,Oxidoreductase FAD-binding domain [PF00970.27]; Oxidoreductase NAD-binding domain [PF00175.24]; 2Fe-2S iron-sulfur cluster binding domain [PF00111.30],,,,,0
48334,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_45,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,45,43077,43721,-1,C,K00275,pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5],,,,,,,,Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region [PF10590.12]; Pyridoxamine 5'-phosphate oxidase [PF01243.23]; Pyridoxamine 5'-phosphate oxidase [PF12766.10],,,,,0
48335,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_46,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,46,43825,44862,-1,E,,,,,,,,,,,,,,,0
48336,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_47,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,47,44994,45707,-1,C,K09903,uridylate kinase [EC:2.7.4.22],,,,,,,,Amino acid kinase family [PF00696.31],,,,,0
48337,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_48,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,48,46110,46781,-1,D,,,,,,,,,,Conserved hypothetical protein (DUF2461) [PF09365.13],,,,,0
48338,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1222835_49,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1222835,49,46784,48886,-1,C,K01972,DNA ligase (NAD+) [EC:6.5.1.2],,,,,,,,NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]; Helix-hairpin-helix motif [PF12826.10]; NAD-dependent DNA ligase C4 zinc finger domain [PF03119.19],,,,,0
48339,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1224416_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1224416,1,1,126,1,E,,,,,,,,,,,,,,,0
48340,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1224416_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1224416,2,109,246,-1,E,,,,,,,,,,,,,,,0
48341,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1224416_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1224416,3,633,1397,1,C,K18320,"transposase, IS6 family",,,,,,,,DDE domain [PF13610.9]; Transposase IS66 family [PF03050.17],,,,,0
48342,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1224416_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1224416,4,1369,1656,-1,D,,,,,,,,,,"Resolvase, N terminal domain [PF00239.24]",,,,,0
48343,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1224416_5,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1224416,5,2018,3031,-1,D,,,,,,,,,,"Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF13495.9]",,,,,0
48344,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1224416_6,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1224416,6,3276,3506,1,C,K03297,small multidrug resistance pump,,,,,,,,Small Multidrug Resistance protein [PF00893.22],,,,,0
48345,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1235142_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1235142,1,1,627,-1,D,,,,,,,,,,Domain of unknown function (DUF5710) [PF18974.3],,,,,0
48346,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1235142_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1235142,2,781,2493,1,D,,,,,,,,,,MobA/MobL family [PF03389.18],,,,,0
48347,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1235142_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1235142,3,2499,2768,-1,E,,,,,,,,,,,,,,,0
48348,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1235142_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1235142,4,2939,3145,-1,E,,,,,,,,,,,,,,,0
48349,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1235142_5,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1235142,5,3349,3675,-1,E,,,,,,,,,,,,,,,0
48373,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1340410_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1340410,1,3,2615,-1,E,,,,,,,,,,,,,,,0
48374,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1340410_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1340410,2,2691,3011,-1,E,,,,,,,,,,,,,,,0
48375,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1340410_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1340410,3,3051,3632,-1,E,,,,,,,,,,,,,,,0
48376,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1340410_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1340410,4,3905,4990,-1,D,,,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
48377,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1340410_5,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1340410,5,4996,5715,-1,E,,,,,,,,,,,,,,,0
48378,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1340410_6,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1340410,6,6279,6707,-1,E,,,,,,,,,,,,,,,0
48390,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1429536_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1429536,1,251,901,-1,D,,,,,,,,,,Firmicute plasmid replication protein (RepL) [PF05732.14],,,,,0
48391,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1429536_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1429536,2,1064,1354,-1,E,,,,,,,,,,,,,,,0
48392,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1429536_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1429536,3,1461,2195,-1,D,,,,,,,,,,Plasmid recombination enzyme [PF01076.22],,,,,0
48393,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1429536_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1429536,4,3359,3673,1,E,,,,,,,,,,,,,,,0
48394,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1429536_5,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1429536,5,3985,5880,1,C,K23743,peptidyl-Asp metalloendopeptidase [EC:3.4.24.33],MER0273755,M72,MER0273755 - family M72 unassigned peptidases (Rhodothermus marinus) [M72.UPW]#M72#{peptidase unit: 237-484}~source YP_004823884~,False,0.222,69.0,1.579e-10,Secretion system C-terminal sorting domain [PF18962.3],,,,,0
48395,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1429536_6,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1429536,6,5877,6476,1,E,,,,,,,,,,,,,,,0
48396,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1429536_7,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1429536,7,6567,7190,1,D,,,,,,,,,,Protein of unknown function (DUF3575) [PF12099.11],,,,,0
48397,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1448554_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1448554,1,3,113,1,E,,,,,,,,,,,,,,,0
48398,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1448554_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1448554,2,527,1972,1,D,,,,,,,,,,MobA/MobL family [PF03389.18],,,,,0
48399,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1448554_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1448554,3,2055,2753,-1,E,,,,,,,,,,,,,,,0
48407,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1508676_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1508676,1,1,357,-1,C,K19160,mRNA interferase YafO [EC:3.1.-.-],,,,,,,,"Toxin YafO, type II toxin-antitoxin system [PF13957.9]",,,,,0
48408,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1508676_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1508676,2,360,542,-1,E,,,,,,,,,,,,,,,0
48409,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1508676_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1508676,3,533,847,-1,C,K18923,antitoxin StbD,,,,,,,,,,,,,0
48410,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1508676_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1508676,4,1252,1806,1,C,K14060,putative DNA-invertase from lambdoid prophage Rac,,,,,,,,"Resolvase, N terminal domain [PF00239.24]; Helix-turn-helix domain of resolvase [PF02796.18]",,,,,0
48411,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1508676_5,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1508676,5,2056,2238,1,E,,,,,,,,,,,,,,,0
48412,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1508676_6,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1508676,6,2269,2484,-1,E,,,,,,,,,,,,,,,0
48413,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1508676_7,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1508676,7,2484,2783,-1,E,,,,,,,,,,,,,,,0
48414,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1508676_8,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1508676,8,2816,3853,-1,D,,,,,,,,,,MobA/MobL family [PF03389.18]; Large polyvalent protein-associated domain 7 [PF18821.4],,,,,0
48415,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1549252_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1549252,1,1,426,1,D,,,,,,,,,,Domain of unknown function DUF29 [PF01724.19],,,,,0
48416,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1549252_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1549252,2,1161,2132,1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
48417,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1549252_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1549252,3,2396,2677,1,E,,,,,,,,,,,,,,,0
48418,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1549252_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1549252,4,2833,3255,-1,E,,,,,,,,,,,,,,,0
48419,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1549252_5,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1549252,5,3525,3650,1,D,,,,,,,,,,Domain of unknown function DUF29 [PF01724.19],,,,,0
48443,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1609388_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1609388,1,2,2374,1,D,,,,,,,,,,MobA/MobL family [PF03389.18]; AAA domain [PF13604.9],,,,,0
48444,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1609388_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1609388,2,2371,2856,1,E,,,,,,,,,,,,,,,0
48486,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1831021_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1831021,1,2,124,1,E,,,,,,,,,,,,,,,0
48487,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1831021_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1831021,2,126,2882,-1,D,,,,,,,,,,TrwC relaxase [PF08751.14]; AAA domain [PF13604.9]; PIF1-like helicase [PF05970.17]; UvrD-like helicase C-terminal domain [PF13538.9],,,,,0
48488,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1831021_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1831021,3,2946,3470,1,E,,,,,,,,,,,,,,,0
48489,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1831021_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1831021,4,3478,4392,-1,E,,,,,,,,,,,,,,,0
48490,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1831021_5,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1831021,5,4803,5033,1,D,,,,,,,,,,Helix-turn-helix domain [PF12728.10],,,,,0
48504,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1909546_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1909546,1,225,647,-1,E,,,,,,,,,,,,,,,0
48505,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1909546_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1909546,2,664,930,-1,C,K06218,mRNA interferase RelE/StbE,,,,,,,,,,,,,0
48506,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1909546_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1909546,3,914,1141,-1,C,K18918,"RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB",,,,,,,,Family of unknown function (DUF6290) [PF19807.2]; TraY domain [PF05509.14],,,,,0
48507,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1909546_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1909546,4,1372,2913,1,D,,,,,,,,,,Plasmid recombination enzyme [PF01076.22],,,,,0
48508,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1977589_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1977589,1,2,181,-1,D,,,,,,,,,,Ribonuclease HepT-like [PF01934.20],,,,,0
48509,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1977589_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1977589,2,246,548,-1,C,K07075,uncharacterized protein,,,,,,,,"Polymerase beta, Nucleotidyltransferase [PF18765.4]; Nucleotidyltransferase domain [PF01909.26]",,,,,0
48510,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1977589_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1977589,3,742,1836,-1,C,K14059,integrase,,,,,,,,Phage integrase family [PF00589.25],,,,,0
48511,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1977589_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1977589,4,2248,2832,-1,E,,,,,,,,,,,,,,,0
48512,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_1977589_5,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_1977589,5,2930,3346,-1,E,,,,,,,,,,,,,,,0
48555,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2234592_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2234592,1,2,220,-1,E,,,,,,,,,,,,,,,0
48556,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2234592_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2234592,2,286,837,-1,E,,,,,,,,,,,,,,,0
48557,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2234592_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2234592,3,1147,2898,1,D,,,,,,,,,,Plasmid recombination enzyme [PF01076.22]; Protein of unknown function (DUF3991) [PF13154.9]; Toprim-like [PF13155.9],,,,,0
48558,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2234592_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2234592,4,3173,3553,-1,E,,,,,,,,,,,,,,,0
48566,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_225950_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_225950,1,147,1217,-1,D,,,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
48567,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_225950_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_225950,2,1214,1624,-1,D,,,,,,,,,,MobC-like protein [PF19514.2],,,,,0
48568,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_225950_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_225950,3,2232,2690,-1,E,,,,,,,,,,,,,,,0
48569,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_225950_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_225950,4,2950,3417,1,E,,,,,,,,,,,,,,,0
48576,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2265475_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2265475,1,432,1400,1,D,,,,,,,,,,Plasmid recombination enzyme [PF01076.22],,,,,0
48577,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2265475_2,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2265475,2,1402,1674,-1,C,K19157,mRNA interferase YafQ [EC:3.1.-.-],,,,,,,,"Bacterial toxin of type II toxin-antitoxin system, YafQ [PF15738.8]",,,,,0
48578,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2265475_3,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2265475,3,1674,1934,-1,C,K07473,DNA-damage-inducible protein J,,,,,,,,RelB antitoxin [PF04221.15],,,,,0
48579,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2265475_4,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2265475,4,1988,2557,-1,D,,,,,,,,,,Firmicute plasmid replication protein (RepL) [PF05732.14],,,,,0
48580,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2265475_5,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2265475,5,2800,2943,-1,E,,,,,,,,,,,,,,,0
48607,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid___k121_2332127_1,guil_2019_sw_WHONDRS-S19S_0049_B_1000.plasmid__,k121_2332127,1,66,374,-1,C,K19092,toxin ParE1/3/4,,,,,,,,"ParE toxin of type II toxin-antitoxin system, parDE [PF05016.18]",,,,,0
